peak_id,chromosome,start_pos,end_pos
Peak_4989,chr15,25347,136109
Peak_4990,chr21,60052,125271
Peak_4991,chr20,5434,105981
Peak_4992,chr6,11955,176815
Peak_4993,chr11,90017,117574
Peak_4994,chr12,42200,134076
Peak_4995,chr6,48036,132515
Peak_4996,chr19,90252,125526
Peak_4997,chr4,83020,168696
Peak_4998,chr4,82037,195055
Peak_4999,chr19,74280,145342
